Shape_Length,Shape_Area,city,Level1,Level2,Level3,UID,StationNum,Ratio_1,Ratio_1Type
2.240405652194165,0.196948552287349,US.CO.CU,US,Colorado,Custer,US.CO.CU,0,,
2.677051285533835,0.308081389610454,US.CO.DT,US,Colorado,Delta,US.CO.DT,0,,
1.878396180672389,0.042374597583588,US.CO.DN,US,Colorado,Denver,US.CO.DN,0,,
3.066904997429482,0.284327835980123,US.CO.DO,US,Colorado,Dolores,US.CO.DO,0,,
2.067970786063076,0.225416737756665,US.CO.DU,US,Colorado,Douglas,US.CO.DU,0,,
3.025341196874947,0.458664666640494,US.CO.EA,US,Colorado,Eagle,US.CO.EA,0,,
3.255225231236799,0.573541330358811,US.CO.EL,US,Colorado,El Paso,US.CO.EL,0,,
3.300167171413345,0.501381264155752,US.CO.EB,US,Colorado,Elbert,US.CO.EB,0,,
2.991842603839093,0.408463451774947,US.CO.FR,US,Colorado,Fremont,US.CO.FR,0,,
5.517401194216750,0.806795284169290,US.CO.GA,US,Colorado,Garfield,US.CO.GA,0,,
0.893912190603587,0.041032412008286,US.CO.GI,US,Colorado,Gilpin,US.CO.GI,0,,
3.766505056598809,0.511257100504249,US.CO.GR,US,Colorado,Grand,US.CO.GR,0,,
5.202633710121391,0.878545644170971,US.CO.GU,US,Colorado,Gunnison,US.CO.GU,0,,
2.742632312130745,0.297863229219896,US.CO.HI,US,Colorado,Hinsdale,US.CO.HI,0,,
3.555418536254714,0.421397644938663,US.CO.HU,US,Colorado,Huerfano,US.CO.HU,0,,
3.381281371932496,0.449432834764129,US.CO.JA,US,Colorado,Jackson,US.CO.JA,0,,
2.388509036018716,0.209890671555089,US.CO.JE,US,Colorado,Jefferson,US.CO.JE,0,,
3.616847906441385,0.477853105808017,US.CO.KO,US,Colorado,Kiowa,US.CO.KO,0,,
3.285707683621546,0.585284034817066,US.CO.KT,US,Colorado,Kit Carson,US.CO.KT,0,,
2.894809882333558,0.448223068011813,US.CO.LA,US,Colorado,La Plata,US.CO.LA,0,,
1.626956877963587,0.103349065646915,US.CO.LK,US,Colorado,Lake,US.CO.LK,0,,
